ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
3, 0.000, 0.000, 0.000, 0.000, ops.py:4938(_current_control_dependencies)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:659(__init__)
10, 0.000, 0.000, 0.000, 0.000, __init__.py:903(release)
8, 0.000, 0.000, 0.000, 0.000, nest.py:222(<genexpr>)
9, 0.000, 0.000, 0.000, 0.000, std.py:228(__init__)
1, 0.000, 0.000, 0.000, 0.000, auto_control_deps_utils.py:32(get_read_only_resource_input_indices_graph)
105, 0.000, 0.000, 0.000, 0.000, {method, 'values' of 'dict' objects}
16, 0.000, 0.000, 0.000, 0.000, base_layer.py:3354(<genexpr>)
25, 0.000, 0.000, 0.000, 0.000, {method, 'index' of 'str' objects}
117, 0.000, 0.000, 0.000, 0.000, {method, 'lower' of 'str' objects}
3, 0.000, 0.000, 0.000, 0.000, nest.py:82(assert_same_structure)
9, 0.000, 0.000, 0.000, 0.000, utils.py:101(wrapper_setattr)
16, 0.000, 0.000, 0.000, 0.000, templates.py:39(__init__)
2, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:697(_count_ctxmgr)
2, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:593(_validate_timestamp_pyc)
23, 0.000, 0.000, 0.000, 0.000, inspect.py:2552(default)
9, 0.000, 0.000, 0.000, 0.000, {method, 'item' of 'numpy.generic' objects}
91, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.min}
7, 0.000, 0.000, 0.000, 0.000, ast.py:705(maybe_newline)
3, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:57(__or__)
2, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_AddInputList}
1, 0.000, 0.000, 0.000, 0.000, type_spec.py:450(_deserialize)
4, 0.000, 0.000, 0.000, 0.000, control_flow_ops.py:165(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, control_flow_util_v2.py:41(in_defun)
1, 0.000, 0.000, 0.000, 0.000, monitoring.py:484(__exit__)
14, 0.000, 0.000, 0.000, 0.000, ops.py:2082(<listcomp>)
66, 0.000, 0.000, 0.000, 0.000, {method, 'count' of 'list' objects}
5, 0.000, 0.000, 0.000, 0.000, __init__.py:421(usesTime)
1, 0.000, 0.000, 0.000, 0.000, inspect_utils.py:128(getnamespace)
3, 0.000, 0.000, 0.000, 0.000, std.py:47(__init__)
89, 0.000, 0.000, 0.000, 0.000, {method, 'release' of '_thread.lock' objects}
2, 0.000, 0.000, 0.000, 0.000, ops.py:3614(_is_function)
6, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:471(_apply_debug_options)
1, 0.000, 0.000, 0.000, 0.000, monitoring.py:143(get_cell)
2, 0.000, 0.000, 0.000, 0.000, inspect.py:172(_has_code_flag)
15, 0.000, 0.000, 0.000, 0.000, {method, 'extend' of 'google.protobuf.pyext._message.RepeatedScalarContainer' objects}
6, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:80(__enter__)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:948(_sanity_check)
5, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.platform._pywrap_tf2.is_enabled}
3, 0.000, 0.000, 0.000, 0.000, cfg.py:420(_connect_jump_to_finally_sections)
12, 0.000, 0.000, 0.000, 0.000, inspect.py:703(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, gen_functional_ops.py:967(<listcomp>)
7, 0.000, 0.000, 0.000, 0.000, cfg.py:67(__init__)
4, 0.000, 0.000, 0.000, 0.000, ast.py:1486(visit_arg)
12, 0.000, 0.000, 0.000, 0.000, check_ops.py:2307(_message_prefix)
14, 0.000, 0.000, 0.000, 0.000, options.py:65(_set_mutable)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:665(_get_enclosing_finally_scopes)
2, 0.000, 0.000, 0.000, 0.000, sre_compile.py:447(_simple)
1, 0.000, 0.000, 0.000, 0.000, sre_compile.py:516(_get_charset_prefix)
1, 0.000, 0.000, 0.000, 0.000, {function, Random.seed at 0x000001B179885040}
1, 0.000, 0.000, 0.000, 0.000, inspect.py:494(unwrap)
1, 0.000, 0.000, 0.000, 0.000, gen_functional_ops.py:974(<listcomp>)
17, 0.000, 0.000, 0.000, 0.000, function_spec.py:309(input_signature)
2, 0.000, 0.000, 0.000, 0.000, origin_info.py:165(__init__)
11, 0.000, 0.000, 0.000, 0.000, threading.py:265(_release_save)
7, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:152(__init__)
4, 0.000, 0.000, 0.000, 0.000, function_type.py:59(type_constraint)
1, 0.000, 0.000, 0.000, 0.000, linecache.py:52(checkcache)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:119(getLevelName)
6, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:79(_unpack_uint32)
5, 0.000, 0.000, 0.000, 0.000, device_spec.py:38(_as_device_str_or_none)
115, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.iter}
5, 0.000, 0.000, 0.000, 0.000, decorator_utils.py:20(get_qualified_name)
85, 0.000, 0.000, 0.000, 0.000, {built-in, method nt.fspath}
6, 0.000, 0.000, 0.000, 0.000, function_type.py:54(optional)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:46(SemLock)
6, 0.000, 0.000, 0.000, 0.000, tracing_compiler.py:146(input_signature)
3, 0.000, 0.000, 0.000, 0.000, converter.py:168(__hash__)
4, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:39(_remove)
15, 0.000, 0.000, 0.000, 0.000, device_spec.py:34(_as_int_or_none)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:244(<listcomp>)
9, 0.000, 0.000, 0.000, 0.000, {built-in, method math.sqrt}
2, 0.000, 0.000, 0.000, 0.000, converter.py:147(__init__)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:429(_format)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
4, 0.000, 0.000, 0.000, 0.000, ops.py:4590(get_name_scope)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:275(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:811(find_spec)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:210(Condition)
7, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:223(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:197(__getattr__)
9, 0.000, 0.000, 0.000, 0.000, function_spec.py:564(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, converter.py:182(call_options)
2, 0.000, 0.000, 0.000, 0.000, object_identity.py:193(__contains__)
5, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:5569(element_spec)
1, 0.000, 0.000, 0.000, 0.000, return_statements.py:219(__init__)
3, 0.000, 0.000, 0.000, 0.000, utils.py:201(_is_utf)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:1497(log)
5, 0.000, 0.000, 0.000, 0.000, execute.py:155(make_int)
1, 0.000, 0.000, 0.000, 0.000, sre_parse.py:225(__init__)
1, 0.000, 0.000, 0.000, 0.000, inspect_utils.py:34(islambda)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:705(wrap_function)
6, 0.000, 0.000, 0.000, 0.000, ntpath.py:34(_get_bothseps)
1, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:404(isanytargetmethod)
91, 0.000, 0.000, 0.000, 0.000, {method, 'get' of 'mappingproxy' objects}
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1346(_path_importer_cache)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:360(Barrier)
1, 0.000, 0.000, 0.000, 0.000, inspect.py:183(isgeneratorfunction)
2, 0.000, 0.000, 0.000, 0.000, resource_variable_ops.py:264(__init__)
9, 0.000, 0.000, 0.000, 0.000, fromnumeric.py:2922(_prod_dispatcher)
7, 0.000, 0.000, 0.000, 0.000, trace_type_builder.py:38(__init__)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:245(<listcomp>)
9, 0.000, 0.000, 0.000, 0.000, traitlets.py:501(subclass_init)
14, 0.000, 0.000, 0.000, 0.000, trace_type_builder.py:87(is_legacy_signature)
3, 0.000, 0.000, 0.000, 0.000, inspect_utils.py:73(isconstructor)
5, 0.000, 0.000, 0.000, 0.000, op_def_library.py:166(_MakeInt)
1, 0.000, 0.000, 0.000, 0.000, context.py:1457(list_physical_devices)
2, 0.000, 0.000, 0.000, 0.000, ops.py:1946(<listcomp>)
12, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:5219(element_spec)
31, 0.000, 0.000, 0.000, 0.000, {method, 'rfind' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, liveness.py:123(__init__)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4921(add_op)
2, 0.000, 0.000, 0.000, 0.000, func_graph.py:163(get_snapshot)
4, 0.000, 0.000, 0.000, 0.000, function_type.py:128(parameters)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.util._pywrap_utils.AssertSameStructureForData}
1, 0.000, 0.000, 0.000, 0.000, execute.py:190(make_shape)
1, 0.000, 0.000, 0.000, 0.000, dtypes.py:196(most_specific_common_supertype)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:679(<listcomp>)
5, 0.000, 0.000, 0.000, 0.000, threading.py:1093(name)
4, 0.000, 0.000, 0.000, 0.000, traitlets.py:2879(subclass_init)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1050(deferred_internal_captures)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:462(__init__)
2, 0.000, 0.000, 0.000, 0.000, context.py:1412(_initialize_physical_devices)
10, 0.000, 0.000, 0.000, 0.000, object_identity.py:215(__len__)
2, 0.000, 0.000, 0.000, 0.000, ast.py:752(delimit_if)
1, 0.000, 0.000, 0.000, 0.000, coroutines.py:164(iscoroutinefunction)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1943(captured_inputs)
38, 0.000, 0.000, 0.000, 0.000, {method, 'keys' of 'mappingproxy' objects}
2, 0.000, 0.000, 0.000, 0.000, ops.py:4365(<listcomp>)
4, 0.000, 0.000, 0.000, 0.000, image_ops_impl.py:225(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, ast.py:729(block)
99, 0.000, 0.000, 0.000, 0.000, {function, Config.__contains__ at 0x000001B179ADD670}
8, 0.000, 0.000, 0.000, 0.000, base_layer.py:3155(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:118(__init__)
2, 0.000, 0.000, 0.000, 0.000, control_flow_util_v2.py:75(unique_fn_name)
6, 0.000, 0.000, 0.000, 0.000, std.py:1167(_comparable)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:64(_relax_case)
2, 0.000, 0.000, 0.000, 0.000, ast.py:769(get_raw_docstring)
6, 0.000, 0.000, 0.000, 0.000, errors_impl.py:523(exception_type_from_error_code)
2, 0.000, 0.000, 0.000, 0.000, op_def_library.py:230(_MakeFunc)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:652(variables)
10, 0.000, 0.000, 0.000, 0.000, device_spec.py:30(_as_str_or_none)
9, 0.000, 0.000, 0.000, 0.000, data_structures.py:533(_make_storage)
8, 0.000, 0.000, 0.000, 0.000, sre_parse.py:173(append)
4, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:26(__init__)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:709(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, threading.py:1229(_make_invoke_excepthook)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:24(_module_matches_namespace)
2, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:65(copy_metadata)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method _weakref._remove_dead_weakref}
10, 0.000, 0.000, 0.000, 0.000, liveness.py:44(init_state)
2, 0.000, 0.000, 0.000, 0.000, op_def_library.py:504(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:89(find_spec)
4, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.SetRequireShapeInferenceFns}
5, 0.000, 0.000, 0.000, 0.000, converter.py:164(as_tuple)
3, 0.000, 0.000, 0.000, 0.000, utils.py:231(_screen_shape_wrapper)
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:139(get_filtered_filenames)
8, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1427(__hash__)
2, 0.000, 0.000, 0.000, 0.000, call_trees.py:82(to_ast)
1, 0.000, 0.000, 0.000, 0.000, weakref.py:368(__init__)
7, 0.000, 0.000, 0.000, 0.000, device_spec.py:455(to_string)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method _struct.unpack}
2, 0.000, 0.000, 0.000, 0.000, cfg.py:649(__init__)
2, 0.000, 0.000, 0.000, 0.000, _monitor.py:94(report)
1, 0.000, 0.000, 0.000, 0.000, device_spec.py:306(_get_valid_device_types)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:87(_parse_func_attrs)
4, 0.000, 0.000, 0.000, 0.000, {method, 'findall' of 're.Pattern' objects}
3, 0.000, 0.000, 0.000, 0.000, cond_v2.py:689(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:95(__init__)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1418(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1006(__init__)
2, 0.000, 0.000, 0.000, 0.000, save_context.py:59(in_save_context)
7, 0.000, 0.000, 0.000, 0.000, inspect.py:237(istraceback)
3, 0.000, 0.000, 0.000, 0.000, tokenize.py:612(generate_tokens)
3, 0.000, 0.000, 0.000, 0.000, displaypub.py:43(_validate_data)
6, 0.000, 0.000, 0.000, 0.000, std.py:1171(__hash__)
3, 0.000, 0.000, 0.000, 0.000, templates.py:224(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, formatters.py:356(_check_return)
7, 0.000, 0.000, 0.000, 0.000, options.py:254(_set_mutable)
1, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1643(_get_supported_file_loaders)
1, 0.000, 0.000, 0.000, 0.000, getlimits.py:648(__init__)
1, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1447(unknown_shape)
5, 0.000, 0.000, 0.000, 0.000, process.py:189(name)
7, 0.000, 0.000, 0.000, 0.000, options.py:440(_set_mutable)
2, 0.000, 0.000, 0.000, 0.000, func_graph.py:979(reset_captures)
6, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1221(<genexpr>)
39, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp.acquire_lock}
1, 0.000, 0.000, 0.000, 0.000, converter.py:171(__eq__)
3, 0.000, 0.000, 0.000, 0.000, sre_parse.py:112(__init__)
2, 0.000, 0.000, 0.000, 0.000, linecache.py:36(getlines)
8, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.util._pywrap_utils.IsResourceVariable}
1, 0.000, 0.000, 0.000, 0.000, inspect.py:190(iscoroutinefunction)
5, 0.000, 0.000, 0.000, 0.000, func_graph.py:1038(<listcomp>)
33, 0.000, 0.000, 0.000, 0.000, {method, 'remove' of 'list' objects}
3, 0.000, 0.000, 0.000, 0.000, pretty.py:321(_get_mro)
6, 0.000, 0.000, 0.000, 0.000, object_identity.py:60(__hash__)
2, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:272(_without_tensor_names)
7, 0.000, 0.000, 0.000, 0.000, sre_parse.py:161(__len__)
4, 0.000, 0.000, 0.000, 0.000, ops.py:4926(op_in_group)
1, 0.000, 0.000, 0.000, 0.000, function_cache.py:100(__init__)
15, 0.000, 0.000, 0.000, 0.000, {method, 'write' of '_io.StringIO' objects}
7, 0.000, 0.000, 0.000, 0.000, inspect.py:247(isframe)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:489(__enter__)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:500(close)
4, 0.000, 0.000, 0.000, 0.000, default_types.py:536(__hash__)
10, 0.000, 0.000, 0.000, 0.000, {method, 'ravel' of 'numpy.ndarray' objects}
10, 0.000, 0.000, 0.000, 0.000, {method, 'readline' of '_io.StringIO' objects}
1, 0.000, 0.000, 0.000, 0.000, api.py:193(get_transformed_name)
6, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_ContextEnableRunMetadata}
1, 0.000, 0.000, 0.000, 0.000, transpiler.py:286(_erase_arg_defaults)
2, 0.000, 0.000, 0.000, 0.000, dtypes.py:199(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method marshal.dumps}
3, 0.000, 0.000, 0.000, 0.000, utils.py:88(__getattr__)
5, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:381(__subclasshook__)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_AddControlInput}
6, 0.000, 0.000, 0.000, 0.000, ops.py:4976(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, tensor_util.py:278(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, inspect.py:926(__init__)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:661(_exit_lexical_scope)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:731(enable_by_count)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:1155(choose_backend)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:74(_pack_uint32)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1212(<listcomp>)
8, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:333(name)
3, 0.000, 0.000, 0.000, 0.000, std.py:169(colour)
6, 0.000, 0.000, 0.000, 0.000, inspect.py:261(iscode)
4, 0.000, 0.000, 0.000, 0.000, tensor_util.py:226(_FlattenToStrings)
6, 0.000, 0.000, 0.000, 0.000, process.py:37(current_process)
24, 0.000, 0.000, 0.000, 0.000, {method, 'rpartition' of 'str' objects}
3, 0.000, 0.000, 0.000, 0.000, inspect.py:2640(__init__)
3, 0.000, 0.000, 0.000, 0.000, ast.py:785(get_type_comment)
4, 0.000, 0.000, 0.000, 0.000, ops.py:5440(_control_dependencies_stack)
5, 0.000, 0.000, 0.000, 0.000, func_graph.py:148(__init__)
9, 0.000, 0.000, 0.000, 0.000, {method, 'split' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:738(disable_by_count)
1, 0.000, 0.000, 0.000, 0.000, numerictypes.py:228(obj2sctype)
4, 0.000, 0.000, 0.000, 0.000, func_graph.py:1043(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter0}
1, 0.000, 0.000, 0.000, 0.000, monitoring.py:165(increase_by)
2, 0.000, 0.000, 0.000, 0.000, ops.py:2254(device)
3, 0.000, 0.000, 0.000, 0.000, cache.py:70(_get_key)
2, 0.000, 0.000, 0.000, 0.000, cond_v2.py:574(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.GetHandleShapeAndType}
2, 0.000, 0.000, 0.000, 0.000, context.py:123(__init__)
4, 0.000, 0.000, 0.000, 0.000, util.py:19(is_namedtuple)
4, 0.000, 0.000, 0.000, 0.000, op_def_library.py:62(_SatisfiesLengthConstraint)
2, 0.000, 0.000, 0.000, 0.000, func_graph.py:1574(override_func_graph_name_scope)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1780(name)
39, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp.release_lock}
2, 0.000, 0.000, 0.000, 0.000, func_graph.py:919(add_capture)
7, 0.000, 0.000, 0.000, 0.000, traitlets.py:2551(subclass_init)
1, 0.000, 0.000, 0.000, 0.000, ast.py:675(__init__)
4, 0.000, 0.000, 0.000, 0.000, ops.py:5334(switch_to_thread_local)
1, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:875(__iter__)
6, 0.000, 0.000, 0.000, 0.000, file_io.py:193(__enter__)
5, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:54(__ne__)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:35(_new_module)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:218(_acquireLock)
2, 0.000, 0.000, 0.000, 0.000, tf_stack.py:59(__exit__)
2, 0.000, 0.000, 0.000, 0.000, ops.py:197(_as_graph_element)
2, 0.000, 0.000, 0.000, 0.000, function_spec.py:190(<dictcomp>)
1, 0.000, 0.000, 0.000, 0.000, base_layer_utils.py:486(__init__)
1, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1073(with_rank_at_least)
4, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:283(__subclasshook__)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:480(enter_section)
1, 0.000, 0.000, 0.000, 0.000, func_graph.py:156(update)
2, 0.000, 0.000, 0.000, 0.000, call_trees.py:55(__init__)
1, 0.000, 0.000, 0.000, 0.000, notebook.py:79(TqdmHBox)
4, 0.000, 0.000, 0.000, 0.000, trace_type_builder.py:132(<dictcomp>)
6, 0.000, 0.000, 0.000, 0.000, function_spec.py:325(arg_names)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:169(_inference_name)
3, 0.000, 0.000, 0.000, 0.000, utils.py:61(__format__)
2, 0.000, 0.000, 0.000, 0.000, ast.py:703(<lambda>)
2, 0.000, 0.000, 0.000, 0.000, ast.py:1225(<lambda>)
6, 0.000, 0.000, 0.000, 0.000, ops.py:116(tensor_id)
6, 0.000, 0.000, 0.000, 0.000, {method, '_num_elements' of 'tensorflow.python.framework.ops.EagerTensor' objects}
6, 0.000, 0.000, 0.000, 0.000, {built-in, method utcfromtimestamp}
4, 0.000, 0.000, 0.000, 0.000, default_types.py:147(__init__)
4, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:209(GetContainingXLAContext)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1396(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, parser.py:196(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, codecs.py:186(__init__)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.AddControlInput}
2, 0.000, 0.000, 0.000, 0.000, context.py:1110(rewriter_bool)
5, 0.000, 0.000, 0.000, 0.000, ops.py:3425(seed)
4, 0.000, 0.000, 0.000, 0.000, func_graph.py:108(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:798(enable)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:736(find_spec)
3, 0.000, 0.000, 0.000, 0.000, formatters.py:271(_get_type)
1, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:292(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:598(forward)
4, 0.000, 0.000, 0.000, 0.000, ast3.py:418(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:63(__add__)
1, 0.000, 0.000, 0.000, 0.000, monitoring.py:480(__enter__)
5, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:4519(_inputs)
1, 0.000, 0.000, 0.000, 0.000, transpiler.py:146(__init__)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:809(show_results)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:321(Event)
4, 0.000, 0.000, 0.000, 0.000, ops.py:3430(seed)
5, 0.000, 0.000, 0.000, 0.000, structured_function.py:283(output_structure)
36, 0.000, 0.000, 0.000, 0.000, {method, 'getrandbits' of '_random.Random' objects}
4, 0.000, 0.000, 0.000, 0.000, ast3.py:424(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, function_base.py:1452(_interp_dispatcher)
4, 0.000, 0.000, 0.000, 0.000, default_types.py:465(__init__)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4917(control_inputs)
13, 0.000, 0.000, 0.000, 0.000, {method, 'items' of 'mappingproxy' objects}
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1031(get_filename)
3, 0.000, 0.000, 0.000, 0.000, sre_parse.py:287(tell)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:476(func_wrapper)
1, 0.000, 0.000, 0.000, 0.000, six.py:598(iterkeys)
1, 0.000, 0.000, 0.000, 0.000, gradients_util.py:1032(PossibleTapeGradientTypes)
1, 0.000, 0.000, 0.000, 0.000, quarantine.py:364(defun_with_attributes)
2, 0.000, 0.000, 0.000, 0.000, <string>:1(<lambda>)
3, 0.000, 0.000, 0.000, 0.000, sre_parse.py:250(match)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:419(__init__)
3, 0.000, 0.000, 0.000, 0.000, call_trees.py:66(add_arg)
4, 0.000, 0.000, 0.000, 0.000, function_spec.py:366(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, tracing_compiler.py:279(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, transformer.py:51(__init__)
1, 0.000, 0.000, 0.000, 0.000, naming.py:23(__init__)
1, 0.000, 0.000, 0.000, 0.000, control_flow_util_v2.py:326(get_op_and_outputs)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:448(close)
1, 0.000, 0.000, 0.000, 0.000, getlimits.py:672(max)
2, 0.000, 0.000, 0.000, 0.000, function_cache.py:43(__init__)
1, 0.000, 0.000, 0.000, 0.000, {method, 'extend' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
3, 0.000, 0.000, 0.000, 0.000, inspect.py:286(isbuiltin)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1314(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, function_spec.py:184(<dictcomp>)
9, 0.000, 0.000, 0.000, 0.000, {built-in, method _weakref.proxy}
41, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.ord}
3, 0.000, 0.000, 0.000, 0.000, cfg.py:658(_enter_lexical_scope)
4, 0.000, 0.000, 0.000, 0.000, ops.py:3469(_set_control_flow_context)
4, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:881(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:92(name)
1, 0.000, 0.000, 0.000, 0.000, func_graph.py:137(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:382(_validate_inputs)
2/1, 0.000, 0.000, 0.000, 0.000, activity.py:131(referenced)
1, 0.000, 0.000, 0.000, 0.000, functions.py:37(_function_scope_options)
1, 0.000, 0.000, 0.000, 0.000, sre_parse.py:928(fix_flags)
2, 0.000, 0.000, 0.000, 0.000, type_spec.py:189(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:247(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, sre_parse.py:76(__init__)
2, 0.000, 0.000, 0.000, 0.000, ast.py:762(get_precedence)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_FunctionSetAttrValueProto}
1, 0.000, 0.000, 0.000, 0.000, threading.py:1162(daemon)
1, 0.000, 0.000, 0.000, 0.000, traitlets.py:3387(subclass_init)
1, 0.000, 0.000, 0.000, 0.000, zmqshell.py:69(_default_thread_local)
2, 0.000, 0.000, 0.000, 0.000, ops.py:5419(_colocation_stack)
4, 0.000, 0.000, 0.000, 0.000, type_spec.py:510(__tf_tracing_type__)
